,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,fraction_1,fraction_2,fraction_3,fraction_4,fraction_5,fraction_6,fraction_7,fraction_8,fraction_9,fraction_10,fraction_11,fraction_12,fraction_13,fraction_14,fraction_15,fraction_16,fraction_17,fraction_18,fraction_19,fraction_20,fraction_21,fraction_22,fraction_23,fraction_24,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,furnace_1,furnace_2,furnace_3,furnace_4,furnace_5,furnace_6,furnace_7,furnace_8,furnace_9,furnace_10,furnace_11,furnace_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,mins_hvac,autocorr,max_seasonal,stdev_seasonal,max_trend,stdev_trend,disag_fridge,area,num_rooms,total_occupants
3778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.357574463,678.758422852,1.0,0.963570475578,0.96500658989,0.902396976948,0.857771158218,0.689647555351,0.609598040581,0.568657696247,0.536654293537,0.489737659693,0.467123448849,0.449305832386,0.489062339067,0.648604750633,0.604752123356,0.607373535633,0.629883825779,0.597908556461,0.647903263569,0.573149204254,0.586495816708,0.668880522251,0.758880138397,0.940975368023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4775519371,1.06760001183,,,,,,,,,,,,,4.25416517258,3.24810504913,4.40798091888,4.59826231003,5.622631073,3.90054798126,4.39953184128,5.1575961113,4.48667430878,3.44617199898,4.42783689499,3.4852039814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56952095032,16.4704494476,,,,,,,,,,,,,,,,,,,,,,,,,97.1366424561,87.7363204956,97.00390625,94.0032043457,86.1612854004,54.3434257507,57.4041404724,68.3640213013,78.0124588013,78.2626647949,75.0656433105,79.0759277344,0.0,0.771783675683,65.314235392,28.7669140964,1438.405557,291.226823468,434794.0,1262.0,5.0,2.0
3967,667.385192871,579.556396484,697.439453125,597.388305664,878.848815918,2171.58422852,1689.98498535,1629.62841797,1420.88513184,648.732543945,622.540161133,854.364624023,0.97929930687,0.996453225613,0.918739378452,0.834278583527,0.730232656002,0.568248867989,0.438637971878,0.41196167469,0.442182719707,0.527223944664,0.527596533298,0.485632121563,0.48061260581,0.520315945148,0.51990711689,0.577233672142,0.640621602535,0.717085838318,0.787955343723,0.887597262859,0.989892661572,0.915566027164,0.996851563454,1.0,0.204594999552,0.18074400723,20.0213088989,51.0409698486,314.295501709,1085.20532227,770.102844238,760.184387207,554.079223633,130.714981079,25.5754966736,3.1437420845,36.502281189,35.3185882568,40.6135101318,38.5231895447,45.0362663269,55.8789672852,53.0668792725,48.7459373474,49.7481193542,45.2906341553,37.565612793,43.1078681946,4.15243721008,4.9389591217,5.38515806198,6.56987094879,6.08873701096,5.21660327911,7.74004936218,3.69007110596,4.62791013718,3.97278118134,5.2129650116,7.30945634842,66.5048522949,36.5380821228,41.9155082703,38.8193817139,117.166519165,354.277893066,290.42755127,284.594970703,225.781204224,56.9822845459,46.7045783997,76.1529464722,0.0896410048008,0.0706520006061,0.0972570031881,0.0727429986,0.048807002604,0.0697680041194,0.0628660023212,0.0618460029364,0.0739670023322,0.0504560023546,0.0683059990406,0.119934998453,0.130457997322,0.11913600564,0.104941003025,0.0657899975777,0.126446008682,0.0558280013502,0.13134200871,0.0963560044765,0.130866006017,0.0706859976053,0.121737003326,0.242777004838,97.1366424561,87.7363204956,97.00390625,94.0032043457,86.1612854004,54.3434257507,57.4041404724,68.3640213013,78.0124588013,78.2626647949,75.0656433105,79.0759277344,85900.0,0.484952941006,613.45075429,419.478233237,4388.0972201,857.755298624,2199028.0,2500.0,10.0,2.0
4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.204594999552,0.18074400723,20.0213088989,51.0409698486,314.295501709,1085.20532227,770.102844238,760.184387207,554.079223633,130.714981079,25.5754966736,3.1437420845,56.4209594727,53.8090629578,63.1804656982,58.4006958008,75.3756866455,73.5801010132,73.8614959717,64.1468353271,71.592338562,66.9668426514,52.9204406738,44.715423584,6.79826593399,5.18887615204,4.4884762764,4.63428497314,4.3139538765,3.42679214478,3.57736110687,2.02133393288,3.12470197678,3.02977395058,3.89473414421,4.20391321182,58.2440910339,27.8748664856,26.2930850983,21.7374916077,68.3783035278,147.017868042,155.124816895,166.70892334,130.535140991,45.1090774536,42.8143310547,77.7333679199,26.2379016876,23.7615795135,26.2550392151,25.6058769226,26.3640766144,24.9890480042,26.1225566864,26.0146579742,26.3869419098,31.7562732697,30.5304870605,31.7872467041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,,,0.0,0.0,0.0,0.0,210192.0,2050.0,10.0,3.0
4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.586181641,1093.03356934,762.632141113,570.605957031,0.930116415024,1.0,0.952648043633,0.713841736317,0.410730719566,0.280796647072,0.238510459661,0.220703467727,0.216002598405,0.217613205314,0.218798115849,0.248163104057,0.299966871738,0.280490279198,0.287607699633,0.278617203236,0.298259735107,0.294664889574,0.322517305613,0.339419335127,0.36398267746,0.417770504951,0.522944569588,0.73670309782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.242614746,225.636642456,37.7707862854,4.96279287338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.488615036,29.9335842133,36.5844268799,27.887752533,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,8366.0,0.658380013229,427.067980022,184.349477948,2332.00902494,582.51878508,713004.0,1580.0,3.0,2.0
4732,343.02142334,297.415893555,344.474975586,246.764038086,351.674713135,745.25982666,673.330932617,874.968383789,671.944519043,419.913604736,291.626098633,303.728881836,0.763963699341,0.790311932564,0.873813867569,1.0,0.893152177334,0.656794190407,0.501614689827,0.393313288689,0.358789384365,0.333148449659,0.33925139904,0.327320188284,0.400342077017,0.534029722214,0.461917936802,0.361052364111,0.370118319988,0.280957728624,0.294125378132,0.325919508934,0.442193239927,0.705209612846,0.70783829689,0.698371231556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,0.0,0.450640757658,580.289979615,247.014351942,1839.89444685,346.909425454,1860102.0,1500.0,6.0,2.0
4767,637.459228516,575.769592285,636.588134766,618.306884766,1039.36328125,1386.21948242,1721.92260742,1880.08215332,1529.5246582,1410.66491699,899.98840332,1106.44921875,0.981841921806,1.0,0.979753851891,0.959672927856,0.818067908287,0.638288974762,0.499016940594,0.424118041992,0.387082070112,0.369984030724,0.352034121752,0.349649906158,0.425659716129,0.4581990242,0.479266494513,0.528409302235,0.586071312428,0.64009064436,0.71944463253,0.812996983528,0.827783405781,0.919476270676,0.98850184679,0.95785266161,6.8299202919,6.16896009445,6.8205871582,73.0716247559,307.931762695,579.574157715,753.325073242,835.039855957,591.663696289,252.512649536,36.5143699646,2.89644312859,42.3149032593,36.0047950745,40.0927658081,39.9069747925,50.8146324158,50.4640426636,53.8770980835,53.3067970276,48.4438285828,48.4370651245,45.8237037659,43.8791770935,0.000153000000864,0.000102000005427,0.000799000030383,0.000306000001729,0.000561000022572,0.000254999991739,0.000153000000864,0.0,0.0,0.0,0.000509999983478,0.0,77.1164703369,32.2019462585,24.4920883179,36.1650352478,118.569801331,219.217453003,281.561859131,304.678344727,232.934402466,562.682067871,168.43157959,236.522140503,9.56025600433,5.35092020035,7.3606262207,5.70015096664,9.05256843567,5.4172372818,9.31079769135,10.104765892,7.27849912643,6.10762405396,11.4221811295,11.4632024765,32.556224823,16.1935195923,14.5993108749,9.32087898254,14.7910203934,3.98192715645,13.0335435867,8.43934440613,13.3096570969,17.7063846588,39.5350990295,56.2392311096,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,65977.0,0.387481313763,796.159965171,520.368051123,3810.94723097,709.293766,2402762.0,2500.0,10.0,2.0
4957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.28356934,1537.15087891,1729.86889648,0.982260107994,0.98935520649,0.996031165123,0.965511202812,0.926622331142,0.75566637516,0.613650739193,0.526720046997,0.399370521307,0.357369720936,0.323175758123,0.369486451149,0.503671765327,0.522968828678,0.572926998138,0.600072681904,0.662869930267,0.68167257309,0.649176716805,0.72035753727,0.76821744442,0.887759923935,1.0,0.965273976326,0.0,0.0,0.0,0.0,0.0191420018673,0.0,0.0,0.0,0.0,302.064758301,73.7734375,30.8947811127,52.5595474243,45.7989196777,52.4151153564,55.178855896,62.927318573,57.2918891907,58.9640426636,57.4486122131,65.5281143188,56.3255386353,53.09324646,51.9889068604,4.33637714386,4.31070709229,4.15187597275,4.44046831131,4.96889591217,4.04132509232,4.53041505814,3.50546813011,3.95438718796,5.07591104507,3.30612611771,3.11853098869,75.6939086914,46.0804710388,42.988735199,46.3779220581,72.6234207153,120.970031738,114.299041748,114.297714233,96.0330352783,41.2194595337,55.5923309326,95.9500274658,15.565659523,13.3996038437,11.5371694565,12.611246109,11.7694234848,10.444272995,12.9914512634,10.7390193939,11.4966068268,14.4144868851,13.5279541016,13.4261407852,0.0,0.0,0.0,0.0,0.00297500006855,0.0,0.0,0.0,0.0,87.517906189,80.1045150757,96.1699523926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5133094788,0.0,75.0924835205,4.0,0.712123343463,329.843275829,169.739393971,3692.4010334,989.820024707,725358.0,3300.0,13.0,5.0
5218,412.386566162,354.200164795,383.228210449,398.062225342,508.11239624,615.142028809,622.690490723,488.166503906,662.29296875,467.44543457,453.957733154,711.39465332,0.752258658409,0.93495541811,1.0,0.868207097054,0.73736178875,0.663452923298,0.618783116341,0.601726531982,0.586283028126,0.572793245316,0.566201925278,0.500119745731,0.419667243958,0.325742661953,0.24760389328,0.237687364221,0.239634200931,0.268622666597,0.334115505219,0.388032823801,0.381093621254,0.427916824818,0.487711548805,0.65602594614,31.5864601135,28.595785141,29.7897644043,36.5497627258,68.5341720581,145.91015625,177.143936157,280.182006836,326.88092041,166.789672852,131.762542725,259.853515625,0.0531590022147,0.0412250012159,0.0332350023091,0.030022000894,0.0992119982839,0.0841160044074,0.254354000092,10.0356273651,37.1257896423,41.5657653809,33.6976737976,31.5926475525,,,,,,,,,,,,,28.9206886292,16.9861450195,11.9674224854,12.7619514465,17.1630134583,22.5173511505,24.335193634,19.2061080933,25.7403812408,13.408290863,14.4308748245,17.5485229492,,,,,,,,,,,,,0.653905034065,0.427550017834,0.482715010643,0.55963999033,1.61049497128,2.19735193253,144.203826904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426955014467,40.7100028992,66.5543060303,120.421150208,69.5340652466,204.340713501,79179.0,0.525734609109,588.543365183,264.889030628,2028.19201247,339.295716539,1757544.0,2050.0,10.0,
5357,2794.09448242,2198.62084961,2247.74462891,2197.65722656,2313.22827148,2589.27978516,2817.80200195,2871.38354492,2607.29711914,2232.63305664,2173.43920898,2903.37695312,0.934044182301,0.696323215961,0.618340551853,0.554141521454,0.404511749744,0.304107904434,0.256212323904,0.247847184539,0.256881892681,0.275420248508,0.381147652864,0.680995702744,0.796158969402,0.561839461327,0.329206109047,0.300759345293,0.361105084419,0.457472980022,0.495348870754,0.526229500771,0.593397200108,0.677158713341,0.850780844688,1.0,657.161682129,376.410186768,385.25112915,295.338775635,671.812927246,1293.00830078,1381.52111816,1527.75683594,1223.98364258,532.721130371,349.17855835,864.224365234,45.2351150513,44.8200073242,46.9988479614,47.5679397583,52.6571426392,53.2507171631,60.5699806213,56.7174758911,58.4473762512,53.3377037048,50.3603935242,47.1229286194,6.26966810226,6.75738096237,5.86381006241,7.05469417572,8.3325843811,8.06930541992,7.08435916901,6.81774806976,6.53610897064,7.06674718857,6.0899271965,6.13361692429,,,,,,,,,,,,,17.4117736816,18.3473186493,19.5210494995,18.1939945221,16.4975147247,14.1374044418,18.8186950684,16.9737701416,18.4353618622,12.1717453003,19.7847709656,23.4332427979,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.426955014467,40.7100028992,66.5543060303,120.421150208,69.5340652466,204.340713501,138083.0,0.709241442772,3066.97614737,1330.52355128,6032.76041921,644.42818449,2704020.0,3200.0,7.0,5.0
5371,539.033752441,419.138549805,529.74230957,699.692932129,932.878967285,1348.53918457,1164.40771484,1534.87902832,1137.72558594,614.199462891,456.941375732,612.028259277,0.976468026638,0.892532408237,0.747578561306,0.597584009171,0.548246979713,0.520939052105,0.429949522018,0.389864653349,0.374864608049,0.355418860912,0.326011300087,0.430228024721,0.609845161438,0.558808624744,0.463278800249,0.445153832436,0.462212592363,0.549369931221,0.639835000038,0.681457638741,0.694681167603,0.731986939907,0.925953328609,1.0,11.5889854431,4.00397586823,46.2614898682,145.89956665,347.617156982,694.897277832,604.703979492,822.16986084,533.547668457,143.417282104,24.2536449432,1.59310400486,175.031463623,158.016693115,174.532287598,176.310058594,190.090759277,184.801620483,171.811340332,188.821243286,174.973434448,175.492858887,157.175964355,158.561752319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5334968567,11.8642835617,24.019317627,50.9906349182,109.404899597,197.359176636,171.328979492,227.331619263,158.062316895,48.8883781433,24.5173664093,34.598739624,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00113900005817,0.00142800004687,0.0,0.00210799998604,0.0,0.0,0.0,104276.0,0.481207324395,733.165187403,355.894636499,3034.41007805,581.196525953,2187074.0,980.0,6.0,2.0
5439,540.360290527,366.259765625,432.261108398,425.000610352,547.140686035,974.286987305,974.088317871,1085.59350586,735.006835938,406.403839111,374.452423096,368.054290771,0.879249513149,0.840013384819,0.773367702961,0.720655143261,0.67520070076,0.572809457779,0.496211856604,0.449730217457,0.436626970768,0.425329387188,0.42416998744,0.423663765192,0.466899007559,0.591306805611,0.690139472485,0.718352437019,0.794338881969,0.859358251095,0.919532358646,0.896068990231,0.926427364349,0.973440825939,1.0,0.951411128044,11.5889854431,4.00397586823,46.2614898682,145.89956665,347.617156982,694.897277832,604.703979492,822.16986084,533.547668457,143.417282104,24.2536449432,1.59310400486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00113900005817,0.00142800004687,0.0,0.00210799998604,0.0,0.0,0.0,,0.576007632833,386.917576816,228.452165077,1926.88472303,391.359493172,1793366.0,1700.0,8.0,1.0
5746,659.141662598,525.083557129,576.672058105,689.408081055,1031.52148438,1502.43164062,1614.98986816,1843.32800293,1393.97460938,902.973937988,650.479858398,787.142883301,0.892841517925,0.869240641594,0.821519255638,0.863963186741,0.978086233139,0.809155642986,0.653218090534,0.551130950451,0.522963047028,0.527323424816,0.508987128735,0.497869342566,0.569296956062,0.725102961063,0.529032886028,0.583911895752,0.681537866592,0.729488015175,0.75580906868,0.864278614521,0.913577854633,0.951170563698,0.990049660206,1.0,11.0740385056,2.35307192802,28.4615192413,119.13143158,345.579620361,672.633422852,704.013244629,820.099365234,523.983276367,169.247528076,23.6608562469,3.09496903419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7145690918,40.6826667786,46.422580719,57.09608078,91.1411361694,140.520492554,155.2527771,189.917770386,135.266448975,69.6832733154,53.9579658508,81.9549102783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300678998232,0.0456110015512,0.0515439994633,0.13091699779,0.348482996225,0.425952017307,0.653802990913,1.47340703011,1.17946004868,0.445077002048,0.0769420042634,0.187884002924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109721.0,0.648337610517,508.927159425,314.039444973,3397.15694491,640.536076081,1972246.0,1768.0,9.0,4.0
5785,729.420532227,659.823486328,723.114624023,841.320861816,968.274169922,1387.66882324,1415.7364502,1504.38574219,1298.97766113,630.302978516,464.120025635,650.923828125,0.9008705616,0.847459971905,0.780167579651,0.61469322443,0.524661004543,0.480567753315,0.461704015732,0.44356572628,0.43601706624,0.447210043669,0.542638838291,0.604900598526,0.633663773537,0.645954251289,0.635359287262,0.65247541666,0.713776886463,0.79224216938,0.844554901123,0.899412691593,0.965651929379,1.0,0.998837888241,0.995314240456,0.0674559995532,0.100385002792,4.83862495422,60.2408447266,231.598861694,645.109008789,677.549316406,796.569946289,580.78692627,158.272155762,6.64876794815,0.0738140046597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9470844269,36.9592933655,33.9835090637,44.2663536072,28.3887767792,35.1723556519,23.0504016876,28.9403247833,26.0695171356,30.4391975403,38.6856765747,26.0937767029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83054.0,0.500853997155,629.820210399,339.709013609,3134.68507099,535.168965006,1894588.0,1900.0,11.0,2.0
5814,260.872894287,227.45753479,242.834564209,301.624206543,478.463195801,828.075439453,893.606872559,861.479858398,708.491577148,376.147247314,244.769897461,313.819122314,0.804227888584,0.787351489067,1.0,0.887245595455,0.628236472607,0.472262144089,0.399676948786,0.346017122269,0.328000038862,0.31273907423,0.341891497374,0.364298939705,0.528307437897,0.382338255644,0.289805799723,0.272621482611,0.28584843874,0.347675472498,0.393343776464,0.475861638784,0.533230602741,0.569398105145,0.658642172813,0.770181417465,0.0109310001135,0.350710004568,15.5904960632,53.2212715149,199.986572266,490.392944336,524.546081543,519.302124023,369.842895508,100.375022888,4.71770429611,0.0124099999666,,,,,,,,,,,,,,,,,,,,,,,,,30.7331619263,12.4803123474,14.6609869003,20.0029659271,56.3681755066,121.630187988,128.617126465,129.547790527,96.5736694336,30.1206512451,22.9457836151,43.7770080566,,,,,,,,,,,,,28.3433189392,28.6287822723,15.9437389374,30.509305954,17.1064548492,24.5646095276,23.3393516541,27.1921806335,37.9241790771,35.141330719,32.8888626099,39.2723312378,42.6346740723,43.4625587463,38.7365913391,40.7992362976,40.7790908813,31.2785396576,34.9829750061,28.0884208679,32.1334342957,35.0019454956,30.3365859985,36.001953125,79094.0,0.451348407531,831.053517595,259.220198891,2026.02291854,395.220576513,1903274.0,1060.0,6.0,2.0
5817,864.029174805,647.069152832,717.279724121,809.737487793,1076.29431152,1539.1315918,1510.59094238,1709.05908203,1519.19726562,1115.41101074,831.672668457,917.783752441,0.867349982262,0.910403847694,0.969784319401,1.0,0.719861030579,0.470891207457,0.327101349831,0.283530563116,0.258661061525,0.250699609518,0.279805004597,0.335515618324,0.452834397554,0.476081609726,0.42493391037,0.394205391407,0.388998091221,0.435137718916,0.502710282803,0.504597663879,0.4890589118,0.546586930752,0.707223296165,0.875593185425,0.0109310001135,0.350710004568,15.5904960632,53.2212715149,199.986572266,490.392944336,524.546081543,519.302124023,369.842895508,100.375022888,4.71770429611,0.0124099999666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6346740723,43.4625587463,38.7365913391,40.7992362976,40.7790908813,31.2785396576,34.9829750061,28.0884208679,32.1334342957,35.0019454956,30.3365859985,36.001953125,,0.405721964253,1360.90898588,620.915983511,3344.78923639,580.958815091,2312978.0,1908.0,10.0,4.0
6072,707.649108887,624.05279541,598.770812988,746.382141113,905.068847656,1149.93457031,1371.30541992,1607.0534668,1208.9855957,556.261413574,657.437927246,879.242919922,0.929273664951,0.936890363693,0.955462694168,0.99284273386,1.0,0.99555259943,0.813630700111,0.740083932877,0.706726908684,0.664614617825,0.642573833466,0.730440199375,0.693257987499,0.483102053404,0.430320411921,0.442944288254,0.437369436026,0.451648563147,0.573194861412,0.773185253143,0.79073292017,0.887015581131,0.822251677513,0.859915494919,0.0148750003427,0.014348000288,6.38088226318,42.2804794312,188.112564087,426.044128418,445.320861816,545.423461914,335.307250977,60.7932929993,1.06533896923,0.00627300003543,99.9837341309,87.1964035034,97.2702255249,93.3513183594,119.652191162,131.622848511,140.150939941,134.748809814,116.51385498,106.057952881,97.7337799072,93.1855010986,,,,,,,,,,,,,37.8473052979,10.3878335953,11.7276201248,16.5287437439,49.0016174316,116.009567261,121.024330139,143.762420654,95.5420913696,22.0827960968,39.1613044739,80.9181289673,1.80444800854,0.00634100008756,0.00527000008151,0.010098000057,0.0085680000484,0.0049809999764,0.0084150005132,0.0114580001682,0.133432999253,0.00183600001037,0.0165580008179,0.0790840014815,29.7978382111,38.8666763306,45.3182258606,30.7290649414,40.2616119385,26.0718288422,40.6284370422,51.8243980408,35.6865692139,44.636341095,59.7261352539,70.0757217407,173.688537598,147.172958374,129.309539795,165.354095459,147.759262085,108.706329346,101.939926147,117.233940125,118.073944092,104.836723328,170.78817749,204.534286499,54051.0,0.43781283014,662.552784134,296.126649844,2933.5454855,533.319729396,2029092.0,1700.0,8.0,2.0
6121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0118660004809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8525657654,34.2373733521,37.9976348877,41.140663147,46.1335296631,48.5713806152,52.2669410706,52.0682640076,49.3118515015,49.6394386292,40.232131958,33.8730773926,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3704605103,19.8411083221,14.9354009628,21.9090900421,18.738368988,10.2968149185,20.8709182739,17.9191741943,11.6028909683,12.0336370468,8.31879711151,10.0218229294,0.0,0.0,0.0,0.0,0.000884000037331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4554157257,7.80867815018,7.56204223633,11.3005466461,9.08656787872,5.33847618103,10.5447092056,8.39084339142,9.65122318268,12.7073640823,11.2932014465,9.98015594482,1.0,,0.0,0.0,0.0,0.0,210192.0,2200.0,3.0,4.0
6139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.127197266,945.582580566,773.646484375,881.265869141,0.688247263432,0.640706181526,0.501620233059,0.420815169811,0.34932756424,0.292770504951,0.2543630898,0.439445793629,0.731549203396,1.0,0.953371286392,0.532637774944,0.319519460201,0.401328831911,0.459734886885,0.457118391991,0.499668955803,0.517149925232,0.488295465708,0.545669674873,0.556998491287,0.597737908363,0.619648754597,0.653323531151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.15687561,81.7580032349,22.8682308197,40.6463050842,49.6332702637,45.6981773376,45.3094024658,57.7691955566,56.4639549255,68.8641967773,60.6333045959,68.2263717651,23.2221355438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00581216812,7.77729606628,6.8347992897,7.26352214813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4836883545,26.8263568878,37.7121734619,87.1780929565,27.5754108429,25.1205425262,18.2721614838,23.7142868042,22.5771903992,25.0720939636,20.2861862183,30.1718215942,32.3336601257,26.5198478699,31.0146312714,32.4658508301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6251831055,91.8505783081,67.4269485474,76.3349990845,39.151763916,28.5194377899,35.2518119812,35.5136451721,33.3609886169,40.0083122253,48.7184486389,34.2968215942,35.0175704956,38.0296096802,42.1814041138,40.0971679688,4291.0,0.574856335251,340.458866113,105.846607332,2662.46805477,612.137906807,743104.0,2800.0,9.0,5.0
6266,732.89654541,662.02545166,774.557800293,752.867797852,1097.31384277,1735.11877441,1901.58520508,1997.75305176,1589.1394043,1073.95861816,682.608703613,654.967590332,0.955326616764,0.905304729939,0.915059745312,0.968267798424,0.788044929504,0.639760255814,0.536886513233,0.466062128544,0.431262850761,0.385623306036,0.356291115284,0.245646506548,0.298021435738,0.297086238861,0.334179639816,0.417715609074,0.530916690826,0.634627461433,0.728155791759,0.807663857937,0.81900280714,0.832064390182,0.899293065071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.15687561,81.7580032349,22.8682308197,40.6463050842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.151763916,28.5194377899,35.2518119812,35.5136451721,33.3609886169,40.0083122253,48.7184486389,34.2968215942,35.0175704956,38.0296096802,42.1814041138,40.0971679688,,0.550220625963,1100.5650469,593.865286251,3963.66111279,768.147646838,2214852.0,2300.0,4.0,2.0
6636,389.175964355,227.640640259,256.814208984,229.909545898,523.722473145,1227.13049316,1033.13989258,1279.57116699,725.894958496,410.015472412,284.073059082,328.770477295,0.599061489105,0.672073483467,0.86316293478,0.964506924152,1.0,0.767099380493,0.618305981159,0.504377007484,0.457878768444,0.392793208361,0.343363881111,0.364175766706,0.306080818176,0.222135871649,0.217409819365,0.244404613972,0.246697694063,0.299179434776,0.311648100615,0.329940497875,0.329055607319,0.277216553688,0.38176497817,0.442092001438,0.289544016123,0.112642005086,18.1616954803,10.4153900146,233.812835693,808.978149414,704.195495605,932.375671387,457.561462402,138.049041748,3.3750269413,14.2943487167,69.3194885254,58.99659729,69.7000045776,70.1351470947,74.5577011108,73.803527832,76.1165161133,80.3615341187,77.2956695557,78.9336547852,70.0984115601,72.6059799194,,,,,,,,,,,,,,,,,,,,,,,,,3.88898801804,3.10234713554,1.89561903477,2.8445930481,1.57406401634,3.1045229435,1.52809607983,3.05399894714,0.777835011482,1.55366396904,1.56141602993,3.16069102287,58.7497749329,23.9769535065,25.9942760468,11.448548317,21.1059932709,22.2859287262,21.2393932343,15.4481554031,11.9807157516,21.4959049225,25.266658783,27.7207279205,71.7763977051,48.8694419861,54.7635307312,49.1056404114,45.823841095,49.7121658325,46.9477615356,49.1838226318,48.5681495667,43.7817306519,0.0,38.9797935486,39788.0,0.349398541099,1124.74042688,398.294051174,3797.42188946,663.084633255,2000626.0,2000.0,7.0,1.0
