,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,fraction_1,fraction_2,fraction_3,fraction_4,fraction_5,fraction_6,fraction_7,fraction_8,fraction_9,fraction_10,fraction_11,fraction_12,fraction_13,fraction_14,fraction_15,fraction_16,fraction_17,fraction_18,fraction_19,fraction_20,fraction_21,fraction_22,fraction_23,fraction_24,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,furnace_1,furnace_2,furnace_3,furnace_4,furnace_5,furnace_6,furnace_7,furnace_8,furnace_9,furnace_10,furnace_11,furnace_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,mins_hvac,autocorr,max_seasonal_12,stdev_seasonal_12,max_trend_12,stdev_trend_12,max_seasonal_daily,stdev_seasonal_daily,max_trend_daily,stdev_trend_daily,max_seasonal_weekly,stdev_seasonal_weekly,max_trend_weekly,stdev_trend_weekly,disag_fridge,cluster_small,cluster_big,lt_500,bet_500_1000,gt_1000,temperature_corr,daily_usage_1,daily_usage_2,daily_usage_3,daily_usage_4,daily_usage_5,daily_usage_6,daily_usage_7,seasonal_energy_5,seasonal_energy_6,seasonal_energy_7,seasonal_energy_8,seasonal_energy_9,seasonal_energy_10,fft_1,fft_2,fft_3,fft_4,fft_5,area,num_rooms,total_occupants
3456,380.942596436,299.296264648,287.500610352,313.991699219,483.534393311,840.551269531,796.180053711,841.173400879,762.051452637,410.527709961,350.391906738,350.026000977,0.92263686657,0.866275966167,0.269841074944,0.133642986417,0.0839383304119,0.0560141727328,0.0299730040133,0.0295145455748,0.0,0.0104832984507,0.200626537204,0.567037642002,0.574770331383,0.427469819784,0.358302295208,0.407779544592,0.45888492465,0.598757922649,0.669656395912,0.731284618378,0.82021355629,0.867253422737,0.995267570019,1.0,0.0,0.0,0.0,18.0868778229,171.610168457,452.101501465,415.230529785,480.78604126,374.652404785,91.4750671387,4.02039813995,0.0,75.1071777344,66.867225647,72.8431625366,73.8374252319,76.1009597778,80.5788955688,85.5635528564,82.1081619263,90.8470687866,78.4017715454,65.9996643066,74.837059021,2.21742892265,2.02517604828,2.18837594986,2.14866399765,1.45933103561,2.13339805603,1.56719601154,1.52153408527,1.69923508167,1.69937098026,2.12103915215,1.32013499737,59.2673912048,30.8836803436,25.1375598907,20.0080986023,59.5577507019,126.588699341,117.571662903,130.601699829,107.799041748,33.0268707275,36.1007232666,68.459274292,0.765340030193,0.748714029789,1.68658697605,0.0,0.835022985935,2.60183310509,5.24761104584,0.845869004726,2.0580201149,2.37814712524,4.03647994995,5.44511699677,9.92118358612,5.33125114441,2.79002308846,1.97368299961,1.96028697491,0.830484032631,0.820828020573,0.10897000134,4.81740903854,15.7964849472,26.5524539948,7.38085603714,106.469825745,87.3835220337,80.9896011353,81.2835617065,71.271446228,76.5543670654,64.556602478,67.1676635742,78.7634506226,87.2367553711,123.476318359,89.6069641113,59981.0,0.622255595717,20.2208500972,11.532605395,3312.55556742,528.965887805,411.956102579,247.976987119,1813.50694243,354.78761491,654.031082649,259.426661742,1435.7823405,324.411515722,1885730.0,102.952182296,1324.18242431,0.824778761062,0.129174992863,0.0460462460748,1.21821835254,691.050170898,670.315979004,667.781066895,652.187561035,688.606811523,709.299682617,713.702392578,1185846.68316,1217584.11819,1219795.98888,1184197.4902,1213720.13827,1186141.89048,190.579431519,96.3936654035,6.21447706144,49.7581024652,14.023839188,1720.0,10.0,2.0
3482,388.215148926,297.125457764,324.467254639,348.164428711,538.732788086,723.098388672,742.612243652,773.599365234,679.060119629,421.194580078,286.906066895,336.082672119,0.0133696878329,0.0,0.297732800245,0.524235665798,0.459885209799,0.273294061422,0.149183019996,0.101970791817,0.240976706147,0.454622715712,1.0,0.945105671883,0.171597883105,0.0379897169769,0.090343721211,0.179073989391,0.274695813656,0.393968820572,0.422065198421,0.419233888388,0.436509042978,0.166343435645,0.145276159048,0.0722762644291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1455574036,1.69277501106,0.901476025581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27914714813,39.5672798157,37.9289207458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11302399635,0.877642035484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14620709419,11.7052316666,25.0122032166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1057004929,13.8947973251,14.4864654541,,,,,,,,,,,,,0.0,0.291153870028,76.0930414451,43.2113963371,5608.70833333,608.134373542,1035.23562976,255.19026919,1822.47292376,338.031883514,1522.45995983,310.079654919,1251.54409624,265.145849303,1777138.0,95.8307977342,1505.4856279,0.785102911287,0.0970429107148,0.117854177998,1.01126139667,674.896057129,557.949462891,623.817565918,615.098449707,679.146911621,656.207397461,797.03503418,1179360.03571,1194146.40913,1202414.18257,1182439.08371,1186809.23105,1168587.28402,41.5058320738,30.4084949876,84.9209743124,46.5931067256,19.4984364807,1840.0,9.0,1.0
3723,541.252685547,484.536315918,515.109069824,482.072479248,725.89630127,1358.32299805,1033.51123047,1508.69567871,1365.37414551,1028.60083008,768.252075195,903.04309082,0.433458179235,0.457957237959,0.429974466562,0.837104439735,1.0,0.498908907175,0.268962442875,0.173596605659,0.109851516783,0.0738909542561,0.0519027076662,0.0497460477054,0.0287510920316,0.0,0.0571443848312,0.170357406139,0.317875862122,0.38997015357,0.434147775173,0.498500227928,0.461579442024,0.503088474274,0.549041867256,0.455559670925,0.525776028633,0.897787034512,26.7950935364,48.2178153992,184.446746826,496.093383789,389.763824463,682.442382812,544.19140625,254.136886597,54.9558677673,10.827249527,86.5123214722,78.1401596069,86.3941040039,83.7216033936,77.1509475708,54.3731079102,52.8921356201,64.0538253784,71.1261978149,68.7832565308,56.7885856628,49.2671585083,3.79439997673,3.42720007896,3.78921508789,3.67200016975,3.86816310883,3.5130841732,2.67496705055,4.57123184204,5.58273220062,5.50074100494,5.22614002228,5.82914733887,135.0806427,122.008323669,134.896057129,130.723205566,128.898147583,172.334945679,138.718399048,229.001098633,209.449386597,156.872787476,115.695487976,115.643722534,47.0505599976,42.4972801208,46.9862670898,45.5328025818,35.8101425171,4.23339128494,6.73036813736,13.3309755325,15.1726875305,13.8274431229,11.5007381439,15.2967195511,50.2270431519,52.786529541,54.1452560425,41.9189910889,49.9980049133,43.7934112549,32.8278160095,59.9032249451,68.1835021973,85.5590667725,80.2075653076,88.9342269897,97.1366424561,87.7363204956,97.00390625,94.0032043457,86.1612854004,54.3434257507,57.4041404724,68.3640213013,78.0124588013,78.2626647949,75.0656433105,79.0759277344,100332.0,0.413885395203,88.8407731505,62.7493171763,6157.48612467,946.79798914,1427.56239477,460.427163125,2983.79479027,559.953312239,1691.89961281,480.55485186,2370.82048425,492.505729172,2071834.0,105.882867252,1766.21828808,0.781159006566,0.11935483871,0.0994861547245,0.805326813295,1233.82556152,1198.56018066,1194.54943848,1198.60046387,1220.18933105,1251.7010498,1098.42675781,2078398.67525,2153389.06304,2160327.85612,2074244.56949,2152791.1589,2092912.776,142.046966914,66.6185551732,45.6996976646,43.1239876591,25.1447712794,1551.0,3.0,2.0
3778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.357574463,678.758422852,1.0,0.93384796381,0.936455845833,0.822763681412,0.741728067398,0.436434179544,0.291072994471,0.21672989428,0.158615201712,0.0734197795391,0.0323548465967,0.0,0.0721934437752,0.36190494895,0.282273322344,0.287033587694,0.327909827232,0.269846171141,0.360631048679,0.224885910749,0.249121874571,0.398723483086,0.562152862549,0.892817795277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4775519371,1.06760001183,,,,,,,,,,,,,4.25416517258,3.24810504913,4.40798091888,4.59826231003,5.622631073,3.90054798126,4.39953184128,5.1575961113,4.48667430878,3.44617199898,4.42783689499,3.4852039814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56952095032,16.4704494476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.771783675683,3.87442036444,2.13783160835,2706.73614502,320.923300927,65.314235392,28.7669140964,1438.405557,291.226823468,154.290966802,36.5717951936,1016.86527829,280.078264971,434794.0,105.722419074,1454.27834396,0.990610866205,0.00709910116219,0.00229003263297,0.850994133,100.137786865,129.61807251,117.951377869,116.658081055,111.786888123,112.19039917,106.171897888,163666.889901,170835.097938,170942.209381,162199.558105,173206.63263,165042.158621,100.487474534,67.1075359671,15.9721691419,5.76897814347,16.3660905015,1262.0,5.0,2.0
3967,667.385192871,579.556396484,697.439453125,597.388305664,878.848815918,2171.58422852,1689.98498535,1629.62841797,1420.88513184,648.732543945,622.540161133,854.364624023,0.964797019958,0.993968367577,0.861810684204,0.718179225922,0.541241884232,0.265777230263,0.0453649386764,0.0,0.0513929910958,0.196011543274,0.196645081043,0.125281706452,0.116745710373,0.184263974428,0.18356873095,0.281056493521,0.388852059841,0.518884778023,0.639403283596,0.808851242065,0.982811629772,0.856414198875,0.994645833969,1.0,0.204594999552,0.18074400723,20.0213088989,51.0409698486,314.295501709,1085.20532227,770.102844238,760.184387207,554.079223633,130.714981079,25.5754966736,3.1437420845,36.502281189,35.3185882568,40.6135101318,38.5231895447,45.0362663269,55.8789672852,53.0668792725,48.7459373474,49.7481193542,45.2906341553,37.565612793,43.1078681946,4.15243721008,4.9389591217,5.38515806198,6.56987094879,6.08873701096,5.21660327911,7.74004936218,3.69007110596,4.62791013718,3.97278118134,5.2129650116,7.30945634842,66.5048522949,36.5380821228,41.9155082703,38.8193817139,117.166519165,354.277893066,290.42755127,284.594970703,225.781204224,56.9822845459,46.7045783997,76.1529464722,0.0896410048008,0.0706520006061,0.0972570031881,0.0727429986,0.048807002604,0.0697680041194,0.0628660023212,0.0618460029364,0.0739670023322,0.0504560023546,0.0683059990406,0.119934998453,0.130457997322,0.11913600564,0.104941003025,0.0657899975777,0.126446008682,0.0558280013502,0.13134200871,0.0963560044765,0.130866006017,0.0706859976053,0.121737003326,0.242777004838,,,,,,,,,,,,,85900.0,0.484952941006,39.0548059117,20.4305889444,7551.90824382,1217.83134394,613.45075429,419.478233237,4388.0972201,857.755298624,932.520647583,441.987920673,3474.03759961,770.937336117,2199028.0,104.895320277,1639.82943808,0.709620325435,0.10568084499,0.184698829575,0.957496597392,1364.25683594,1438.56848145,1416.42919922,1364.05944824,1433.20349121,1407.46984863,1337.40869141,2245725.84411,2329830.69865,2327290.84968,2240946.018,2329559.15665,2260702.35939,223.70401326,39.6793382747,36.9094657293,12.2722722012,10.4665719627,2500.0,10.0,2.0
4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.586181641,1093.03356934,762.632141113,570.605957031,0.910862445831,1.0,0.939601898193,0.635001003742,0.248378545046,0.0826457515359,0.0287090912461,0.00599601212889,0.0,0.00205433974043,0.0035657256376,0.0410211756825,0.107097640634,0.082254961133,0.091333322227,0.0798658430576,0.104920163751,0.100334890187,0.135861054063,0.157419830561,0.188750714064,0.257357865572,0.391508877277,0.664160966873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.242614746,225.636642456,37.7707862854,4.96279287338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.488615036,29.9335842133,36.5844268799,27.887752533,,,,,,,,,,,,,8366.0,0.658380013229,6.11149475812,4.23016685424,6498.47224935,776.910522419,427.067980022,184.349477948,2332.00902494,582.51878508,663.426610549,211.163575684,1811.57594336,562.148987974,713004.0,101.78386386,2036.78235738,0.955675084853,0.0246505206236,0.0196743945234,0.695514851453,309.150604248,341.714202881,345.439788818,304.045806885,341.845703125,399.842559814,347.066345215,613835.073336,627995.778487,631733.583927,605387.38022,628352.253063,616205.166098,163.997581182,103.286951833,42.9617354775,18.6310504394,3.80375576901,1580.0,3.0,2.0
4732,343.02142334,297.415893555,344.474975586,246.764038086,351.674713135,745.25982666,673.330932617,874.968383789,671.944519043,419.913604736,291.626098633,303.728881836,0.671735167503,0.7083786726,0.824508011341,1.0,0.851402521133,0.522690296173,0.306876182556,0.156257241964,0.108243510127,0.0725836753845,0.0810712873936,0.0644780695438,0.16603243351,0.351957023144,0.251668393612,0.111390724778,0.123999111354,0.0,0.0183127429336,0.0625301077962,0.22423645854,0.590023577213,0.593679428101,0.580513179302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.450640757658,25.6646922775,15.9934287353,3725.51391602,555.619879029,580.289979615,247.014351942,1839.89444685,346.909425454,903.574478488,275.586110831,1382.66349443,299.694141094,1860102.0,102.471150367,1486.33511729,0.804110762204,0.144761632886,0.0511276049101,0.67653309873,631.145629883,644.785644531,617.10333252,615.08190918,596.260314941,631.94744873,623.298095703,1240523.1144,1284245.66032,1278674.99048,1240446.43877,1282841.85221,1240645.37385,148.722473307,75.4821972602,41.0816320611,34.6601494734,20.8708590557,1500.0,6.0,2.0
4767,637.459228516,575.769592285,636.588134766,618.306884766,1039.36328125,1386.21948242,1721.92260742,1880.08215332,1529.5246582,1410.66491699,899.98840332,1106.44921875,0.972079515457,1.0,0.968868851662,0.937991738319,0.72025513649,0.443821102381,0.229671701789,0.114504665136,0.0575569458306,0.0312664285302,0.00366603024304,0.0,0.116875208914,0.166908711195,0.199302747846,0.274866372347,0.363529443741,0.446591407061,0.568608701229,0.712457954884,0.735193967819,0.876184046268,0.982320010662,0.93519282341,6.8299202919,6.16896009445,6.8205871582,73.0716247559,307.931762695,579.574157715,753.325073242,835.039855957,591.663696289,252.512649536,36.5143699646,2.89644312859,42.3149032593,36.0047950745,40.0927658081,39.9069747925,50.8146324158,50.4640426636,53.8770980835,53.3067970276,48.4438285828,48.4370651245,45.8237037659,43.8791770935,0.000153000000864,0.000102000005427,0.000799000030383,0.000306000001729,0.000561000022572,0.000254999991739,0.000153000000864,0.0,0.0,0.0,0.000509999983478,0.0,77.1164703369,32.2019462585,24.4920883179,36.1650352478,118.569801331,219.217453003,281.561859131,304.678344727,232.934402466,562.682067871,168.43157959,236.522140503,9.56025600433,5.35092020035,7.3606262207,5.70015096664,9.05256843567,5.4172372818,9.31079769135,10.104765892,7.27849912643,6.10762405396,11.4221811295,11.4632024765,32.556224823,16.1935195923,14.5993108749,9.32087898254,14.7910203934,3.98192715645,13.0335435867,8.43934440613,13.3096570969,17.7063846588,39.5350990295,56.2392311096,,,,,,,,,,,,,65977.0,0.387481313763,25.8062893877,15.0287856777,9761.1916097,1244.46622744,796.159965171,520.368051123,3810.94723097,709.293766,1427.08360528,574.971732592,2887.63913777,619.061699975,2402762.0,103.525193216,1830.5569062,0.676020553811,0.1477305167,0.176248929489,0.893962899248,1289.21313477,1629.72668457,1407.47729492,1582.71899414,1451.58276367,1620.02416992,1550.3338623,2376501.39987,2419839.79036,2453660.58443,2342859.51084,2449937.61295,2373324.02687,216.146220124,34.9729167211,19.5952176174,14.8864645921,7.24394703941,2500.0,10.0,2.0
4957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.28356934,1537.15087891,1729.86889648,0.973789513111,0.984272420406,0.994136095047,0.949043154716,0.891585409641,0.63899987936,0.429173439741,0.300734370947,0.112576901913,0.0505211949348,0.0,0.0684235244989,0.266680747271,0.29519200325,0.369004607201,0.409111976624,0.501894176006,0.529674887657,0.481662631035,0.586831510067,0.657543957233,0.834166586399,1.0,0.948692679405,0.0,0.0,0.0,0.0,0.0191420018673,0.0,0.0,0.0,0.0,302.064758301,73.7734375,30.8947811127,52.5595474243,45.7989196777,52.4151153564,55.178855896,62.927318573,57.2918891907,58.9640426636,57.4486122131,65.5281143188,56.3255386353,53.09324646,51.9889068604,4.33637714386,4.31070709229,4.15187597275,4.44046831131,4.96889591217,4.04132509232,4.53041505814,3.50546813011,3.95438718796,5.07591104507,3.30612611771,3.11853098869,75.6939086914,46.0804710388,42.988735199,46.3779220581,72.6234207153,120.970031738,114.299041748,114.297714233,96.0330352783,41.2194595337,55.5923309326,95.9500274658,15.565659523,13.3996038437,11.5371694565,12.611246109,11.7694234848,10.444272995,12.9914512634,10.7390193939,11.4966068268,14.4144868851,13.5279541016,13.4261407852,0.0,0.0,0.0,0.0,0.00297500006855,0.0,0.0,0.0,0.0,87.517906189,80.1045150757,96.1699523926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5133094788,0.0,75.0924835205,4.0,0.712123343463,14.9134618329,8.69980537707,7129.80827332,1130.36000221,329.843275829,169.739393971,3692.4010334,989.820024707,667.204452604,196.006024196,2748.54439045,955.512940157,725358.0,109.409875038,1907.70504989,0.93748205982,0.0257190424249,0.0367988977553,0.923311143001,593.27331543,528.48425293,546.38269043,476.046020508,576.413574219,550.419555664,587.625793457,1007290.60341,1039441.2607,1033130.01529,1011544.22092,1029987.00495,1008418.08056,148.329829102,47.467186585,8.62068694313,6.37026157145,4.94100586039,3300.0,13.0,5.0
5218,412.386566162,354.200164795,383.228210449,398.062225342,508.11239624,615.142028809,622.690490723,488.166503906,662.29296875,467.44543457,453.957733154,711.39465332,0.675013482571,0.914674639702,1.0,0.827114343643,0.655471801758,0.55851829052,0.499920517206,0.477545768023,0.457287043333,0.439591169357,0.430944651365,0.344258219004,0.238720789552,0.115510746837,0.0130084846169,0.0,0.00255384948105,0.0405808612704,0.12649422884,0.197222828865,0.188119992614,0.249542579055,0.327981173992,0.548775613308,31.5864601135,28.595785141,29.7897644043,36.5497627258,68.5341720581,145.91015625,177.143936157,280.182006836,326.88092041,166.789672852,131.762542725,259.853515625,0.0531590022147,0.0412250012159,0.0332350023091,0.030022000894,0.0992119982839,0.0841160044074,0.254354000092,10.0356273651,37.1257896423,41.5657653809,33.6976737976,31.5926475525,,,,,,,,,,,,,28.9206886292,16.9861450195,11.9674224854,12.7619514465,17.1630134583,22.5173511505,24.335193634,19.2061080933,25.7403812408,13.408290863,14.4308748245,17.5485229492,,,,,,,,,,,,,0.653905034065,0.427550017834,0.482715010643,0.55963999033,1.61049497128,2.19735193253,144.203826904,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,79179.0,0.525734609109,24.506208504,15.0875896496,3768.58883667,577.63733957,588.543365183,264.889030628,2028.19201247,339.295716539,673.080016935,281.178575267,1316.43382938,263.350477136,1757544.0,101.871567608,1337.6887909,0.875140607424,0.0779409152803,0.0469184772956,0.525158189031,702.942932129,701.8359375,656.901550293,660.982299805,667.952209473,703.50769043,731.680541992,1524763.17055,1568237.78264,1569330.81889,1524807.38063,1566216.57202,1522305.28631,199.132784661,49.5886061757,46.1482188841,17.7609917579,6.69644873462,2050.0,10.0,
5357,2794.09448242,2198.62084961,2247.74462891,2197.65722656,2313.22827148,2589.27978516,2817.80200195,2871.38354492,2607.29711914,2232.63305664,2173.43920898,2903.37695312,0.912310600281,0.596256554127,0.492577195168,0.407223522663,0.208288192749,0.074799567461,0.0111215868965,0.0,0.0120118046179,0.0366588421166,0.177225232124,0.575878322124,0.728989839554,0.417458087206,0.108168072999,0.0703475922346,0.150578290224,0.278701037169,0.329057723284,0.370114028454,0.459414601326,0.570776998997,0.801610648632,1.0,657.161682129,376.410186768,385.25112915,295.338775635,671.812927246,1293.00830078,1381.52111816,1527.75683594,1223.98364258,532.721130371,349.17855835,864.224365234,45.2351150513,44.8200073242,46.9988479614,47.5679397583,52.6571426392,53.2507171631,60.5699806213,56.7174758911,58.4473762512,53.3377037048,50.3603935242,47.1229286194,6.26966810226,6.75738096237,5.86381006241,7.05469417572,8.3325843811,8.06930541992,7.08435916901,6.81774806976,6.53610897064,7.06674718857,6.0899271965,6.13361692429,,,,,,,,,,,,,17.4117736816,18.3473186493,19.5210494995,18.1939945221,16.4975147247,14.1374044418,18.8186950684,16.9737701416,18.4353618622,12.1717453003,19.7847709656,23.4332427979,,,,,,,,,,,,,,,,,,,,,,,,,138083.0,0.709241442772,170.84121329,120.052092884,11093.6388753,1729.01394723,3066.97614737,1330.52355128,6032.76041921,644.42818449,3268.99395292,1343.08527079,4904.60249211,488.038223966,2704020.0,110.806251751,1822.16261583,0.513816728518,0.180274050814,0.305909220668,1.02052971979,3284.62036133,3370.9465332,3372.19628906,3398.95141602,3507.88061523,3300.44482422,3230.51123047,5869280.79536,6076455.21278,6095043.28605,5864970.82869,6088527.00337,5913464.91951,153.633653188,157.096172649,32.2930918039,58.8816461516,37.820757567,3200.0,7.0,5.0
5371,539.033752441,419.138549805,529.74230957,699.692932129,932.878967285,1348.53918457,1164.40771484,1534.87902832,1137.72558594,614.199462891,456.941375732,612.028259277,0.965085506439,0.840549886227,0.625481188297,0.402933657169,0.329732060432,0.289215147495,0.154213607311,0.0947395116091,0.0724838748574,0.0436321124434,0.0,0.154626816511,0.421125531197,0.345402419567,0.203664362431,0.176772296429,0.202082455158,0.331398189068,0.465621590614,0.52737724781,0.546997070312,0.602347791195,0.890136599541,1.0,11.5889854431,4.00397586823,46.2614898682,145.89956665,347.617156982,694.897277832,604.703979492,822.16986084,533.547668457,143.417282104,24.2536449432,1.59310400486,175.031463623,158.016693115,174.532287598,176.310058594,190.090759277,184.801620483,171.811340332,188.821243286,174.973434448,175.492858887,157.175964355,158.561752319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5334968567,11.8642835617,24.019317627,50.9906349182,109.404899597,197.359176636,171.328979492,227.331619263,158.062316895,48.8883781433,24.5173664093,34.598739624,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00113900005817,0.00142800004687,0.0,0.00210799998604,0.0,0.0,0.0,104276.0,0.481207324395,20.7268112418,12.5720261217,4756.20002238,828.48375359,733.165187403,355.894636499,3034.41007805,581.196525953,982.563778354,416.733190584,2338.545238,520.72294854,2187074.0,99.2710098099,1660.52530524,0.871652868969,0.047273765344,0.0810733656866,0.949681590298,1028.29382324,1046.22045898,1004.22387695,1083.7935791,1129.81518555,1302.80175781,1233.95263672,1978352.8114,1987117.81638,2028608.37908,1951560.55749,1991854.04744,1971347.9751,182.416966411,77.8910882657,8.44373616211,42.2665196567,11.3796138615,980.0,6.0,2.0
5439,540.360290527,366.259765625,432.261108398,425.000610352,547.140686035,974.286987305,974.088317871,1085.59350586,735.006835938,406.403839111,374.452423096,368.054290771,0.790486097336,0.722407519817,0.60677075386,0.515309214592,0.436441302299,0.25878238678,0.125878050923,0.045227855444,0.0224924441427,0.00289001245983,0.000878322694916,0.0,0.075017362833,0.29087716341,0.462361544371,0.511313736439,0.643157720566,0.755972743034,0.860380709171,0.819669425488,0.872344315052,0.953917205334,1.0,0.915693581104,11.5889854431,4.00397586823,46.2614898682,145.89956665,347.617156982,694.897277832,604.703979492,822.16986084,533.547668457,143.417282104,24.2536449432,1.59310400486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576007632833,15.0797961236,8.53460658118,3540.14171346,533.541863938,386.917576816,228.452165077,1926.88472303,391.359493172,693.342578651,242.417335936,1695.32306807,365.184441341,1793366.0,92.759962429,1632.2392781,0.829774479018,0.120325435341,0.0499000856409,1.14344567083,754.797058105,768.55255127,826.655334473,838.347412109,828.467346191,861.80645752,786.690795898,1098086.18296,1123578.48056,1140224.01991,1087771.27606,1130719.35757,1103770.84385,204.908196753,14.5765870478,9.06482258827,9.4121243254,9.24197440668,1700.0,8.0,1.0
5746,659.141662598,525.083557129,576.672058105,689.408081055,1031.52148438,1502.43164062,1614.98986816,1843.32800293,1393.97460938,902.973937988,650.479858398,787.142883301,0.786592364311,0.739591002464,0.644553124905,0.729080855846,0.95635843277,0.619930922985,0.309379160404,0.106071159244,0.049974437803,0.0586582608521,0.0221412796527,0.0,0.142249077559,0.452538818121,0.062062561512,0.171354874969,0.365778326988,0.461271673441,0.513690412045,0.729709029198,0.827889084816,0.902755558491,0.980183720589,1.0,11.0740385056,2.35307192802,28.4615192413,119.13143158,345.579620361,672.633422852,704.013244629,820.099365234,523.983276367,169.247528076,23.6608562469,3.09496903419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7145690918,40.6826667786,46.422580719,57.09608078,91.1411361694,140.520492554,155.2527771,189.917770386,135.266448975,69.6832733154,53.9579658508,81.9549102783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300678998232,0.0456110015512,0.0515439994633,0.13091699779,0.348482996225,0.425952017307,0.653802990913,1.47340703011,1.17946004868,0.445077002048,0.0769420042634,0.187884002924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109721.0,0.648337610517,79.9695104911,44.1602298898,5097.21398926,790.87859018,508.927159425,314.039444973,3397.15694491,640.536076081,765.470656446,328.555291242,2719.24330448,610.739115543,1972246.0,113.552876314,1481.81999289,0.780816443049,0.11027690551,0.108906651442,0.886370933928,1367.96984863,1350.34509277,1367.17382812,1348.38391113,1384.94555664,1372.5847168,1350.82299805,1810497.23823,1872076.04187,1871703.93675,1809918.9358,1870070.07951,1816970.08154,198.230483119,13.561211617,53.3503239335,29.2384153302,27.9033648959,1768.0,9.0,4.0
