,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,area,num_rooms,num_occupants
3482,393.213134766,306.613830566,355.851226807,389.035461426,456.078125,697.419494629,783.67401123,760.267700195,710.582336426,508.879089355,339.942657471,359.857788086,1.11158335209,0.922816634178,1.10391664505,40.7813682556,99.0496292114,242.336273193,287.57043457,312.215270996,215.273010254,137.942733765,4.86231708527,0.682866632938,37.4661331177,34.8796844482,38.9256668091,41.9146003723,46.0291824341,46.1877861023,48.8201828003,49.9701156616,47.5921020508,46.6203308105,39.940700531,39.2651481628,,0.00371666671708,0.0116666667163,0.0124333333224,0.00986666698009,0.00835000071675,0.00968333333731,0.00784999970347,0.0121833337471,0.00835000071675,0.00841666664928,0.00776666682214,15.4686326981,12.5792169571,17.997051239,15.2058162689,10.9555330276,20.4593334198,15.3281335831,18.0232410431,14.8956832886,14.4727830887,18.5860671997,9.55968379974,1.27466666698,0.877399981022,1.4347332716,1.40241658688,0.979950010777,1.85393333435,1.62831664085,1.99368333817,1.0638999939,1.13126659393,1.75849997997,0.673883378506,1840.0,9.0,1.0
3652,1423.87463379,949.425415039,1097.41589355,1218.53125,1565.77697754,1595.22888184,1883.2911377,2327.05053711,1987.28491211,1715.92687988,1121.17333984,1018.31469727,0.0355166681111,24.8200511932,42.6173019409,275.115966797,498.933898926,702.05480957,875.617675781,1162.59692383,811.778320312,559.521728516,39.7925682068,19.9964160919,142.513824463,117.879699707,139.40536499,136.551864624,149.513183594,139.296401978,143.567779541,150.6381073,144.501266479,149.470230103,142.043731689,135.525436401,40.3250160217,30.4470996857,36.0974502563,29.6612167358,32.8358840942,12.3326330185,13.1691999435,25.165933609,32.1111984253,33.0873527527,42.0108680725,35.9467506409,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,9.0,4.0
3723,540.134338379,383.301086426,452.699249268,528.167236328,681.387084961,709.916809082,1102.0456543,1430.48498535,1213.41540527,986.975036621,469.838104248,424.652526855,0.000950000016019,1.89533340931,17.7909011841,108.332649231,201.116821289,274.028167725,500.441802979,670.775756836,465.11340332,284.495666504,3.64718341827,4.08878326416,44.6776847839,35.0009841919,48.2148170471,44.6068840027,51.1762161255,51.1373176575,53.389251709,55.5125656128,52.4971694946,53.1311988831,41.1224479675,38.0417861938,10.9279336929,6.08768320084,6.95144987106,2.38870000839,3.35800004005,4.41638326645,4.10563325882,4.53371667862,6.14855003357,3.94853329659,4.52970027924,4.01440000534,62.6968307495,34.2563667297,34.0201339722,30.779466629,28.6204166412,28.8054161072,25.7983493805,29.9528999329,32.3140335083,25.2064342499,35.2633171082,36.9960174561,4.10960006714,2.15973329544,2.47605013847,2.40424990654,2.26145005226,2.02378320694,2.19738340378,2.45768332481,2.18676662445,1.80830001831,2.17431664467,2.15100002289,1551.0,3.0,2.0
3736,850.435546875,694.729064941,707.134216309,817.998901367,782.016723633,1129.45202637,1335.60949707,1412.43798828,1092.10253906,863.672546387,706.561523438,882.147460938,4.1454834938,1.61528337002,0.0,61.0861663818,105.073471069,398.090393066,551.895202637,623.906799316,344.417541504,140.131988525,0.0,0.0,,,,,,,,,,,,,4.40716648102,5.15788316727,5.31494998932,5.35170030594,5.5421500206,4.33208370209,3.1806333065,5.01270008087,3.75060009956,5.37733364105,6.32425022125,6.11905002594,32.8046684265,19.4455337524,22.7221832275,20.7960987091,12.9310998917,4.21373319626,4.52054977417,1.37944996357,13.8179340363,0.312483340502,8.13956642151,22.2624492645,2.92324995995,2.58873343468,2.56869983673,4.09355020523,2.92888331413,2.66535019875,1.97710001469,2.90128350258,3.14368343353,2.19013333321,2.24310016632,2.01325011253,1800.0,6.0,2.0
3778,506.104064941,421.15145874,452.784637451,548.768981934,811.022705078,870.141052246,946.624511719,886.839660645,826.116699219,661.32598877,525.364135742,698.758178711,0.0554333329201,0.0399833321571,0.305383324623,49.4721832275,117.183982849,255.379745483,327.796081543,350.081329346,234.046966553,130.302734375,2.7743332386,9.59534931183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08608341217,3.33511662483,4.06588315964,4.03458309174,3.67849993706,4.43945026398,3.91085004807,3.72900009155,4.72616672516,3.58256673813,4.70241641998,4.78763341904,1262.0,5.0,3.0
3829,928.602416992,804.007568359,791.251098633,712.29699707,790.932617188,697.61895752,1025.6463623,1069.32421875,911.245422363,724.746948242,781.609863281,839.996520996,175.619247437,154.039031982,60.997631073,86.7008666992,164.222595215,241.939208984,435.36505127,504.591644287,325.487060547,173.000473022,82.6155700684,95.7233200073,,,,,,,,,,,,,,,,,,,,,,,,,26.1321983337,18.4245662689,20.1793994904,23.6342315674,25.1368503571,17.2106838226,24.5049343109,17.4632167816,23.1064338684,20.6046180725,22.9689006805,26.7385845184,,,,,,,,,,,,,2300.0,4.0,2.0
3893,1131.97021484,933.562316895,766.581359863,710.260009766,927.111083984,1081.45178223,1500.35217285,1490.89709473,1055.19238281,891.996765137,867.530090332,1091.67810059,3.62881660461,3.24196648598,4.39481687546,38.345035553,139.82119751,315.743286133,486.466003418,453.190460205,238.384460449,84.9464569092,22.5475502014,32.3952674866,0.00161666667555,0.000266666669631,0.00254999985918,0.00241666682996,0.00279999990016,0.006950000301,0.0179999992251,0.0109666669741,0.00696666678414,0.0129166673869,0.00373333343305,0.00445000035688,0.190666675568,0.158983334899,0.105083338916,0.133750006557,0.149899989367,0.0634166672826,0.12418333441,0.0710000023246,0.0761333331466,0.146466657519,0.132316663861,0.156166672707,71.722984314,58.2556495667,76.4335861206,45.5921821594,49.4911842346,42.5118026733,47.4863166809,42.0910148621,40.7635498047,54.6860809326,79.7356185913,73.8506164551,3.8397333622,2.63530015945,3.66013336182,2.2525832653,2.37050008774,2.39180016518,2.92903351784,2.22766685486,2.40391683578,2.766299963,4.32229995728,3.21713328362,2700.0,9.0,2.0
3967,716.829589844,608.056274414,618.024902344,702.477783203,845.862792969,1452.60717773,1968.04370117,1920.15002441,1176.77124023,641.881103516,586.55291748,878.908447266,0.226300001144,1.77209997177,2.34033322334,87.9073181152,204.994628906,620.661315918,927.274658203,1008.65551758,486.434570312,136.924240112,0.1426499933,0.405900001526,34.5497932434,31.5839996338,36.694316864,41.8962516785,46.9982147217,54.8090171814,49.5619659424,49.6447143555,44.625,44.2298164368,37.4354896545,40.4623146057,0.0521555542946,0.0,0.0561166666448,0.0434999987483,0.0333833321929,0.0415166653693,0.0311166662723,0.0430999994278,0.0354833342135,0.0282499995083,0.0438333302736,0.071050003171,0.158999994397,,,,,,,,,,,,5.25358343124,6.04799985886,5.76525020599,5.18011665344,4.32026672363,7.31494998932,3.61730003357,3.81436681747,4.16729974747,2.44580006599,3.31493330002,5.97563314438,2500.0,10.0,2.0
4000,33.5083007812,433.739471436,359.461883545,275.694122314,313.313079834,327.68069458,355.851898193,377.126098633,337.169891357,321.487731934,131.507522583,1.46518337727,0.0186000000685,0.283883333206,0.305099993944,7.53000020981,35.7207641602,69.6139984131,92.8070983887,114.731956482,75.592956543,42.2337150574,2.12424993515,0.000500000023749,1.49540007114,26.3399486542,31.1265506744,34.5191001892,36.8986663818,36.2099494934,37.5090141296,37.5636978149,35.2502670288,33.5102844238,22.1104488373,0.290649980307,0.0,0.548500001431,0.549066662788,1.3490666151,1.0434166193,0.54736661911,0.553716659546,1.10204994678,0.547200024128,0.561966657639,0.492416650057,0.0,0.0,8.60759925842,12.6293001175,6.06786680222,9.68661594391,10.7423667908,9.15071678162,9.22283267975,10.1703329086,13.2817335129,13.2883996964,0.0,0.0,0.371016651392,0.617650032043,0.366883337498,0.610900044441,0.604383289814,0.490416646004,0.488950014114,0.616016685963,0.98609995842,0.989283323288,0.0,740.0,3.0,1.0
4298,624.711669922,517.555847168,534.81072998,570.907226562,518.066833496,711.8984375,710.970703125,895.857116699,670.684692383,526.323242188,504.641693115,612.373352051,0.232916668057,0.00124999997206,0.0,12.0359334946,62.2058334351,267.072418213,317.952178955,438.236633301,211.586120605,77.4289855957,5.00000023749e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.0,6.0,2.0
4342,410.572052002,353.807312012,384.623596191,483.944976807,684.821655273,889.256286621,1284.8112793,1408.03735352,908.069824219,644.760681152,392.773376465,386.784759521,0.0170666668564,0.0102666663006,5.53351640701,119.755729675,252.707473755,477.364471436,787.365844727,920.37121582,486.06338501,238.820602417,0.0189166665077,0.0177333336323,38.0829353333,36.9992141724,41.4504165649,46.421295166,52.6221008301,49.7655143738,55.759147644,52.8700332642,52.115486145,53.7454490662,41.7488021851,40.2075157166,0.138216674328,0.116866670549,0.161449998617,0.404570817947,0.745599985123,1.22061669827,1.94043338299,2.18638324738,1.24944996834,0.689266681671,0.150566667318,0.160983338952,,,,,,,,,,,,,7.35693311691,6.73839998245,7.88501644135,7.18084573746,7.63065004349,6.69758367538,6.57814979553,7.37431669235,7.25311660767,8.23073387146,7.69023323059,8.01418304443,1316.0,8.0,3.0
4505,703.46472168,627.152038574,626.107177734,742.701782227,892.663696289,1171.24389648,1346.82189941,1499.59460449,1221.56176758,780.07434082,882.264160156,741.385498047,17.3792324066,19.5555515289,19.5841827393,142.239151001,240.170547485,439.308441162,553.79119873,618.921386719,418.334960938,215.245513916,65.0919342041,35.2244644165,,,,,,,,,,,,,,,,,,,,,,,,,19.9644012451,27.0949668884,35.5114173889,41.3261985779,32.0233154297,25.5344333649,35.0214347839,37.7154655457,49.9035148621,34.1352005005,94.4211044312,32.1624832153,,,,,,,,,,,,,1580.0,3.0,2.0
4767,882.65246582,903.42590332,918.211853027,850.790527344,1101.60119629,1433.20214844,1684.14404297,1662.16882324,1421.9855957,1179.01208496,889.355041504,915.273803711,2.55243325233,13.1730499268,5.54504966736,112.231262207,266.242980957,621.077636719,791.807983398,856.899597168,578.149658203,352.793640137,6.48578310013,4.57691669464,39.1203994751,36.7935142517,46.7571334839,44.667766571,56.5804176331,54.435333252,59.0738182068,51.7251853943,53.1174354553,51.5174331665,36.6223335266,,7.34258365631,8.56036663055,7.31411647797,8.24193382263,9.47695064545,7.38938331604,11.6827497482,5.21981668472,7.90620040894,9.86420059204,9.74304962158,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,10.0,2.0
4874,663.672546387,510.854064941,619.95690918,608.139038086,1173.22766113,1450.07495117,1719.34692383,1858.51098633,1226.85241699,953.623535156,573.95916748,598.062683105,25.0734844208,2.51659989357,8.5952835083,88.515296936,325.999389648,741.545959473,980.786499023,1175.48950195,632.18939209,305.783538818,2.17423343658,1.91331660748,53.6068153381,50.2893829346,65.376449585,58.7586326599,67.0211029053,59.8005523682,61.47706604,63.1396026611,38.8057327271,61.8474349976,56.5680007935,55.5635490417,13.3371334076,12.8448495865,23.9593677521,19.9633159637,24.1342830658,23.3486995697,20.4570503235,20.2856178284,11.0392665863,18.9210510254,16.9035835266,16.0828819275,80.1540145874,77.5796508789,112.955848694,73.2572631836,97.8484268188,102.224487305,89.6035308838,75.6331176758,77.5634155273,92.3747024536,103.280250549,113.842880249,4.84639978409,4.82590007782,8.53791713715,5.46453332901,6.31271696091,7.30108356476,6.6985001564,5.96146678925,4.0450334549,7.51314973831,7.57523345947,7.34110021591,2100.0,7.0,2.0
4922,697.088378906,593.101745605,423.038574219,303.059692383,352.777587891,505.250671387,616.71307373,610.168579102,475.203094482,367.978729248,458.430053711,497.253051758,270.295379639,179.387954712,108.40436554,51.1160011292,87.8040008545,236.707778931,326.494232178,351.624389648,209.078079224,108.715568542,151.178848267,202.476409912,,,,,,,,,,,,,12.5970497131,9.6263666153,9.82884979248,8.34834957123,8.12058353424,7.17360019684,10.8003664017,5.93621683121,6.99906635284,5.71289968491,10.43034935,6.80113315582,40.8431167603,38.8295326233,57.6585502625,41.1656341553,43.8252487183,36.9467849731,43.0993003845,23.509267807,43.8111190796,39.8413658142,53.8937797546,48.7281837463,5.8154335022,5.27460002899,6.23186683655,5.38164997101,6.21966648102,4.96899986267,6.69966650009,3.98993325233,5.6060333252,5.13708353043,5.91750001907,4.55831670761,2200.0,8.0,2.0
4957,1556.27502441,1475.17224121,1440.03808594,1609.65344238,1867.24389648,2540.75024414,2584.4765625,2834.30175781,2427.40869141,2068.60644531,1435.80151367,1743.57507324,26.0594329834,24.8200836182,32.0087165833,65.9067306519,153.749511719,363.953094482,486.451934814,585.391052246,421.046966553,249.788635254,37.9917869568,29.9046993256,52.7753829956,46.8666687012,51.4463653564,55.4384841919,62.0202331543,63.0647659302,58.7080154419,59.9951019287,65.6851806641,59.2368659973,51.3627357483,53.984500885,12.0427503586,10.1086835861,10.5375995636,12.0994663239,10.7665996552,9.44880008698,7.7659163475,9.43358325958,8.53053283691,10.0993833542,10.0867338181,10.5207004547,132.660324097,75.3025894165,76.2375183105,95.1315155029,66.6284866333,78.1767501831,107.047996521,69.4073638916,97.5790023804,89.1895446777,83.5484390259,85.1425476074,4.63789987564,2.65888333321,3.20480012894,3.952450037,3.15588331223,3.88435006142,7.18396663666,4.81571674347,4.95103311539,4.06549978256,4.05893325806,3.81311678886,3300.0,13.0,5.0
4998,715.706604004,820.934448242,759.199462891,906.259155273,1156.87365723,1553.99865723,1770.82434082,2007.93566895,1533.14379883,1221.52661133,629.286560059,780.74798584,0.00930000003427,2.86930012703,13.6706504822,135.925094604,329.357055664,666.678161621,792.300354004,952.491210938,598.505065918,374.763153076,8.05875015259,17.1291999817,44.3715362549,44.3000144958,52.0684165955,55.7716674805,60.4277648926,62.2372512817,64.7577133179,71.8899307251,66.9561004639,67.9206314087,57.8252487183,60.6099853516,4.45233345032,5.84201669693,4.82749986649,3.8967666626,4.49751663208,5.54930019379,5.98498344421,6.76556682587,8.03468322754,6.17539978027,2.55768346786,6.89913320541,,,,,,,,,,,,,4.68986654282,7.9061331749,3.55410003662,2.64208316803,3.95951652527,5.39201641083,2.87194991112,2.79446649551,4.19191646576,3.35088324547,4.71695041656,3.06086659431,2600.0,4.0,2.0
5026,1056.00720215,802.543395996,812.538085938,1165.25512695,1597.05163574,2536.46166992,2767.86865234,3304.75585938,2779.19921875,1997.44836426,916.585021973,1090.30395508,5.9250497818,18.2220516205,22.9062175751,226.710449219,519.038146973,1250.52160645,1519.45080566,2152.99682617,1583.59350586,920.391418457,29.6321334839,12.1664505005,26.3808345795,,,,,,,,,,,,0.0382000021636,0.0249333325773,0.0250000003725,0.0160166658461,0.027833333239,0.0337000004947,0.0243666674942,0.0154833337292,0.0180333331227,0.0292833335698,0.0147500000894,0.00980000011623,78.6524810791,65.325668335,83.8743515015,77.9721603394,61.8201828003,68.377571106,57.9188499451,51.55651474,62.1798019409,63.5175170898,58.5590171814,56.4878845215,5.05126667023,4.31161689758,5.03698348999,5.82425022125,4.87050008774,6.7719502449,5.3984503746,7.64363336563,9.54084968567,7.29496669769,5.34945011139,5.1970334053,1480.0,7.0,2.0
5209,415.311981201,492.386322021,542.313110352,609.38067627,689.555603027,875.785095215,967.063659668,1144.71862793,876.086914062,845.786560059,429.825683594,504.532043457,2.3412334919,21.4694328308,28.0705833435,73.5732955933,102.326118469,202.972824097,232.387969971,298.027404785,194.766647339,143.418197632,5.34596681595,10.38331604,51.3835678101,41.0626678467,54.9429168701,58.5680160522,66.8580703735,66.4131011963,63.4095344543,65.4521331787,59.0586166382,64.745803833,56.1666030884,63.5833969116,20.9397506714,16.8041324615,22.7565174103,18.5742168427,16.3796157837,13.7593326569,11.16056633,13.1509008408,11.2232999802,17.0189819336,15.0177335739,18.1730175018,,,,,,,,,,,,,2.90231657028,3.14019989967,3.0748000145,3.26939988136,3.53593325615,3.03958320618,2.83769989014,2.86089992523,2.37925004959,2.54891681671,1.99290001392,2.96614980698,1670.0,4.0,3.0
5218,577.75958252,380.729980469,471.457824707,399.383209229,498.742340088,567.056518555,634.906860352,717.319580078,681.237670898,521.767883301,499.469787598,674.888305664,181.853363037,57.9947166443,123.695793152,45.6588363647,67.6870346069,95.6020278931,170.631271362,188.669754028,141.039535522,98.4797821045,116.640014648,141.701751709,31.6899490356,27.9709815979,32.6762313843,36.7570953369,40.9739837646,42.1068496704,42.3805503845,43.6291313171,43.9820175171,38.776134491,32.9995002747,34.6661338806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,10.0,1.0
5357,2782.40576172,2588.46459961,2362.1105957,2100.52197266,3024.28173828,3031.58154297,3196.10571289,3196.34814453,2591.93432617,2595.40576172,2386.35644531,2577.91210938,867.530822754,734.555480957,411.688812256,299.601043701,611.504760742,1156.84960938,1334.98510742,1450.0255127,977.773254395,597.195800781,413.190032959,458.900482178,44.7132148743,39.8880004883,41.9206314087,41.8782501221,47.2483329773,47.1785507202,53.8781852722,53.4091186523,50.7902145386,45.6528015137,33.3091163635,37.519618988,21.6230659485,20.2596168518,17.9956665039,17.8341178894,20.9230175018,15.3681669235,13.7861175537,14.0092000961,13.6218500137,13.0216999054,11.5707168579,14.2073669434,,,,,,,,,,,,,6.9251332283,5.48093366623,5.8250837326,5.45126676559,4.73791646957,4.85261678696,6.31734991074,6.87858343124,7.64050006866,4.96968317032,3.91285014153,4.98050022125,3200.0,7.0,5.0
5439,382.358184814,320.750427246,344.917907715,341.462799072,426.640350342,700.29095459,931.90045166,1022.21636963,641.589416504,449.184051514,368.815612793,385.397521973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,8.0,2.0
5673,1955.85705566,1714.84106445,1501.22399902,1415.25317383,1583.90539551,1736.04309082,1670.77575684,2069.88623047,1744.40808105,1449.23706055,1285.37890625,1616.48083496,628.576660156,522.564453125,365.168182373,308.675476074,444.181121826,732.322265625,814.512573242,1027.30236816,703.421081543,458.423797607,261.315063477,245.652557373,,,,,,,,,,,,,,,,,,,,,,,,,82.1363525391,64.0128479004,69.8671340942,60.6672325134,49.1744346619,55.3572654724,40.3284645081,32.2822151184,35.3268661499,39.9422492981,68.4752044678,69.3028106689,,,,,,,,,,,,,1900.0,6.0,5.0
5677,371.763366699,313.726348877,284.6277771,321.171905518,381.536956787,702.799621582,803.24432373,939.036315918,657.771362305,423.186828613,269.167022705,314.170593262,0.00321666663513,0.632116615772,8.10593318939,82.9080886841,140.887649536,388.95413208,465.988739014,551.179870605,349.74697876,157.782012939,4.54126644135,2.41781663895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47593331337,1.21210002899,0.977383375168,1.29843330383,1.41328334808,1.30269992352,1.00978326797,1.3397500515,0.960216701031,1.13139998913,1.66821670532,2.44033336639,997.0,6.0,1.0
5746,780.908691406,581.457763672,595.733398438,727.113586426,879.254821777,1321.07873535,1491.43664551,1740.66894531,1310.61865234,924.944396973,681.510009766,844.912109375,2.86193323135,3.34856653214,9.62681388855,126.401916504,248.297531128,561.114196777,656.649780273,763.408081055,452.665740967,231.412780762,3.37761664391,2.92393326759,,,,,,,53.4832839966,61.2384185791,57.585899353,58.9936676025,49.3387145996,51.2295150757,,,,,,0.0892130658031,5.95171689987,4.63975000381,4.44049978256,4.44724988937,8.38523292542,7.72788333893,0.325899988413,0.0315499976277,0.0383166670799,0.23465000093,0.370583355427,0.936500012875,0.101083338261,,,,,,,,,,,,1.78740000725,4.38933372498,4.29251670837,1.62395012379,2.80286669731,2.41518330574,1768.0,9.0,3.0
5785,488.328643799,416.773803711,669.635742188,692.811950684,826.928649902,885.317871094,1172.03894043,1389.31445312,950.426818848,565.355834961,362.1902771,389.723571777,0.114066667855,0.304416656494,4.39829969406,62.9473686218,166.45223999,404.710388184,644.844482422,829.205749512,457.39630127,176.702835083,0.668299973011,0.0748833343387,,,,,,,,,,,,,,,,,,,,,,,,,33.0062866211,30.4183006287,36.0348510742,25.3282318115,27.8845844269,14.7912836075,25.2006835938,24.2132492065,27.1718673706,26.2838497162,26.5095481873,27.5342826843,,,,,,,,,,,,,1900.0,11.0,2.0
5814,298.3465271,224.037277222,239.229232788,298.592285156,405.636322021,633.040710449,751.24029541,808.889526367,512.505737305,427.024536133,242.126083374,270.521209717,0.01516666729,0.299400001764,2.09343338013,60.3988990784,133.344284058,328.022644043,420.576507568,488.439880371,248.769256592,160.877334595,1.78231668472,0.757266640663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.0,6.0,2.0
5817,785.246887207,680.043151855,723.544799805,857.922119141,1006.2510376,1393.65734863,1618.3392334,1529.88952637,1419.91687012,1114.84106445,743.08581543,732.741882324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.0,10.0,4.0
6072,770.018188477,710.014892578,634.936706543,747.949645996,925.735351562,1275.57324219,1427.5814209,1650.39489746,1279.39331055,949.616516113,839.222106934,891.884033203,0.0061666672118,0.0059333331883,3.67748332024,40.5875358582,97.7135848999,403.161437988,494.997772217,638.558410645,315.344696045,116.636238098,0.723749995232,0.243633329868,86.2969818115,79.4886322021,86.0179138184,95.2638397217,111.913269043,133.498825073,174.38494873,167.811584473,167.811813354,154.168045044,138.384048462,144.163986206,0.0372500009835,0.0167333334684,0.0132166659459,0.0480333343148,0.0751499980688,0.278016656637,0.0959333330393,0.0364500023425,0.0127499997616,0.00320000015199,0.00946666672826,0.0154999997467,73.7897491455,84.2925338745,43.2929344177,35.91796875,47.4305152893,46.2093162537,57.023147583,22.2640991211,34.6580352783,42.0358657837,55.0180511475,39.1638832092,,,,,,,,,,,,,1700.0,8.0,2.0
6121,410.02041626,1131.90441895,897.897338867,1006.50085449,1053.06604004,1487.25036621,1560.96838379,1800.47619629,1400.71899414,1107.68994141,928.888793945,851.864074707,,,,,,,,,,,,,33.7352485657,30.9219818115,34.7952842712,41.0073661804,44.3746032715,46.5772132874,45.5493812561,45.3001327515,46.4164161682,44.0911026001,34.1987495422,36.0923843384,11.1615829468,9.01113319397,7.10276651382,10.0478658676,7.27963352203,7.60319948196,6.21463346481,6.89986658096,11.0589332581,10.7071504593,9.34271717072,6.91038322449,10.3813838959,34.3581161499,40.3640365601,30.1849994659,29.3790149689,41.5093040466,34.4146995544,25.7859344482,23.3416500092,29.6463336945,20.6312503815,62.6930999756,,,,,,,,,,,,,2200.0,3.0,4.0
6139,862.11932373,768.535400391,826.950622559,737.47479248,1011.02416992,1314.9810791,1418.84936523,1687.30554199,1162.39428711,1164.98901367,871.048950195,795.26763916,38.5460357666,28.0860996246,18.4642505646,35.2883338928,119.162200928,363.579193115,505.17376709,644.346008301,325.822875977,212.166168213,20.5563831329,28.1984672546,,26.172000885,52.0872993469,53.6922340393,64.4259490967,67.3780822754,62.8588981628,64.4625015259,63.8064346313,77.1203536987,54.9136695862,51.6733512878,39.0898513794,35.1748504639,30.338684082,25.794216156,28.8325157166,28.1043491364,19.7059001923,24.9651832581,29.3815002441,44.8406829834,31.5369338989,23.9523830414,73.4792938232,64.2771835327,82.342880249,42.7950668335,66.4734115601,60.250831604,59.4241828918,67.6449966431,47.9654502869,81.1269836426,63.5217514038,61.2612991333,7.77638339996,6.37173318863,8.05284976959,5.61920022964,7.1329164505,6.17545032501,6.9716835022,7.52413320541,6.28681707382,8.43109989166,7.06326675415,6.82389974594,2800.0,9.0,5.0
6266,670.292907715,547.948547363,615.652282715,718.85949707,891.547851562,1365.19128418,1409.16247559,1827.83959961,1378.55969238,1185.58300781,600.060180664,618.774902344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,4.0,1.0
6636,289.41796875,257.762237549,239.336959839,245.383239746,302.851074219,845.952758789,862.96105957,1138.43664551,682.074035645,459.536621094,258.737915039,306.567199707,0.0438333302736,0.0487166680396,0.038366664201,21.1848831177,82.9954681396,541.17791748,551.84777832,790.412597656,391.563110352,180.050582886,0.0286499988288,0.0604666657746,69.6817626953,62.7853660583,68.432472229,70.5002059937,74.7127532959,77.4892883301,78.1156463623,81.2203216553,77.4812316895,79.2735290527,68.0134963989,86.6481018066,1.53920006752,2.31703329086,1.53640007973,1.54501664639,0.77156662941,2.28988337517,0.777216672897,2.25111675262,0.768116652966,2.3029499054,1.55643332005,2.37143325806,20.0188827515,23.9533348083,18.6574001312,19.089515686,9.78945064545,18.107049942,10.777633667,20.9720153809,18.739982605,12.316983223,14.2662172318,26.3659820557,,,,,,,,,,,,,2000.0,7.0,1.0
6692,779.942871094,634.369934082,625.925170898,544.235778809,850.26739502,1308.58337402,1492.55639648,1612.93371582,1214.08642578,976.448120117,684.138916016,664.461914062,0.0617999993265,0.0505999997258,7.88863325119,45.5839500427,241.883270264,633.351623535,789.594665527,907.109069824,566.113647461,306.436126709,0.265299975872,0.0186499990523,45.8561477661,42.9608154297,48.936882019,49.9622993469,59.0769844055,58.7466697693,60.5513305664,57.6081466675,57.8293991089,60.0030670166,51.5643997192,48.3655357361,4.77231693268,5.88081693649,6.67761659622,3.1834499836,4.87461662292,3.68586659431,3.16913318634,2.8883497715,3.82293343544,5.49650001526,6.51679992676,4.39121675491,,,,,,,,,,,,,3.70371675491,2.57030010223,4.19233369827,2.91051650047,2.002866745,2.76846647263,3.215883255,3.6398832798,3.58991670609,3.64266657829,4.46451663971,3.93720006943,2500.0,8.0,2.0
6910,677.253051758,477.077148438,602.512084961,700.675048828,739.691894531,1062.62866211,1524.81481934,1577.03051758,1325.0871582,900.950500488,675.376464844,846.284240723,1.74021673203,4.62408351898,5.25531625748,92.1717376709,124.085029602,349.121520996,502.366363525,436.41583252,293.509490967,166.391189575,136.041107178,117.980354309,67.4449310303,54.4784851074,59.4308815002,59.4929351807,63.5343513489,65.9100723267,67.991645813,52.6956329346,9.79911613464,56.9149169922,40.2710151672,48.6246337891,11.2637338638,7.66821670532,11.1339168549,10.8996334076,11.7552661896,10.241900444,10.19008255,3.45945000648,0.00138333335053,2.97923350334,12.5082998276,24.34806633,,,,,,,,,,,,,,,,,,,,,,,,,2698.0,12.0,4.0
7016,1575.49621582,1321.97387695,1671.5871582,1798.99255371,2364.37866211,2516.61083984,3339.0078125,2252.40991211,3170.15600586,2301.8894043,1446.28393555,2164.17993164,,1.61298322678,23.590883255,19.0728034973,17.5731506348,17.3726081848,13.1345329285,9.15565776825,9.42018318176,12.102232933,26.9300842285,36.9096336365,,30.4066829681,102.909767151,101.825233459,110.628349304,100.59085083,108.373031616,109.840682983,92.9320831299,103.128105164,100.937683105,105.724647522,,5.47661685944,23.2600517273,19.2969341278,22.0661506653,13.1513671875,21.5263824463,23.3698501587,15.2012586594,17.9368667603,22.7065505981,25.4990329742,,26.7782020569,71.4108963013,72.5487060547,62.5176696777,47.7010803223,69.5637969971,57.3503303528,64.592414856,56.4718666077,67.788848877,56.3592338562,,3.70581674576,11.3396673203,12.7722330093,12.2455501556,11.5334339142,21.1953334808,12.4659833908,13.9893331528,17.9221839905,18.3051166534,11.8855667114,2600.0,10.0,4.0
